contig	superkingdom	phylum	class	order	family	genus	species
contig_1423	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_1493	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_1918	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_2179	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_2243	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_2308	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_2592	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_2613	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_2774	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_2780	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_2798	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 8_1_38FAA
contig_2905	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_3202	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_3293	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_3698	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_3908	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_3962	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_4326	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_444	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_4561	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_4658	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_4725	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	Erysipelotrichaceae bacterium CAG:64
contig_4834	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_5039	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_5241	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_5313	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_5333	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_5377	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_5392	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Absiella	Absiella dolichum
contig_5514	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_5624	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_5936	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_6023	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_6323	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_6427	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	Erysipelotrichaceae bacterium CAG:64
contig_6470	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 8_1_38FAA
contig_656	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_658	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_6589	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_6646	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_6663	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	not classified
contig_680	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_7036	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_7154	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_724	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_738	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	not classified
contig_822	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_869	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_979	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_1049	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	not classified
contig_1318	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum
contig_1320	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	not classified
contig_1568	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] eligens
contig_1585	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	Acetobacterium tundrae
contig_1732	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	not classified
contig_1778	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. AF18-3
contig_180	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	not classified
contig_2198	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum
contig_2699	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	not classified
contig_3443	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium callanderi
contig_4219	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	not classified
contig_5153	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	not classified
contig_5213	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ramulus
contig_6036	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	not classified
contig_6604	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium callanderi
contig_6901	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium callanderi
contig_794	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] eligens
contig_1402	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_2049	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_2090	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_2775	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Empedobacter	Empedobacter brevis
contig_2904	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_3135	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Empedobacter	Empedobacter brevis
contig_3138	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_3485	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_3989	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	Cloacibacterium normanense*
contig_420	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_4302	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	Cloacibacterium normanense*
contig_4524	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_466	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_5108	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. Leaf359
contig_5187	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium sp.
contig_545	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_5604	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	Cloacibacterium normanense*
contig_5817	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	Cloacibacterium normanense*
contig_591	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_6001	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_608	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	not classified	not classified
contig_6241	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum
contig_6936	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_7102	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_7280	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella jeungdoensis
contig_1998	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium mortiferum
contig_4240	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CM21
contig_5487	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium mortiferum
contig_5621	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	not classified
contig_1955	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	not classified
contig_5142	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	not classified	not classified
contig_3392	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	not classified
contig_1064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_1094	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_1155	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_1210	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae
contig_1255	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_1265	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] saccharolyticum
contig_1347	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	Cuneatibacter caecimuris*
contig_1442	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_1509	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_1577	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] saccharolyticum
contig_1584	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_1586	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	not classified
contig_1612	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_162	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_163	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_164	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_1654	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_1780	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_1814	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_1832	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta
contig_189	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] torques
contig_1956	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. AF17-9LB
contig_2012	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_205	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] torques
contig_219	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_2262	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae
contig_2354	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	not classified
contig_2357	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	not classified
contig_2428	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	not classified
contig_2473	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_2496	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_2626	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena
contig_263	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_2661	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_2741	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_278	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_2810	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica
contig_2814	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	not classified
contig_2974	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	not classified
contig_3028	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	not classified
contig_3036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_3042	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_3082	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_3101	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae
contig_3226	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_3405	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_3471	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_351	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae
contig_3556	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena
contig_3584	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
contig_3612	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_3644	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	not classified
contig_3772	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified
contig_3791	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	[Eubacterium] rectale
contig_3896	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	not classified
contig_404	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae
contig_4042	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] torques
